Attrition,Age,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender
1,26,575,Research & Development,3,1,3,Male,73,3,1,Research Scientist,1,3102,6582,0,0,22,4,80,0,7,2,3,6,4,0,4,Male
0,22,253,Research & Development,11,3,1,Female,43,3,1,Research Scientist,2,2244,24440,1,0,13,3,80,1,2,1,3,2,1,1,2,Female
0,36,164,Sales,2,2,2,Male,61,2,3,Sales Executive,3,7596,3809,1,0,13,3,80,2,10,2,3,10,9,9,0,Male
1,30,464,Research & Development,4,3,3,Male,40,3,1,Research Scientist,4,2285,3427,9,1,23,4,80,0,3,4,3,1,0,0,0,Male
0,37,1107,Research & Development,14,3,4,Female,95,3,1,Laboratory Technician,1,3034,26914,1,0,12,3,80,1,18,2,2,18,7,12,17,Female
0,40,759,Sales,2,2,4,Female,46,3,2,Sales Executive,2,5715,22553,7,0,12,3,80,2,8,5,3,5,4,1,3,Female
0,42,201,Research & Development,1,4,2,Female,95,3,1,Laboratory Technician,1,2576,20490,3,0,16,3,80,1,8,5,3,5,2,1,2,Female
0,37,1305,Research & Development,10,4,3,Male,49,3,2,Manufacturing Director,2,4197,21123,2,1,12,3,80,0,18,2,2,1,0,0,1,Male
0,43,982,Research & Development,12,3,1,Male,59,2,4,Research Director,2,14336,4345,1,0,11,3,80,1,25,3,3,25,10,3,9,Male
0,40,555,Research & Development,2,3,2,Female,78,2,2,Laboratory Technician,3,3448,13436,6,0,22,4,80,1,20,3,3,1,0,0,0,Female
0,54,821,Research & Development,5,2,1,Male,86,3,5,Research Director,1,19406,8509,4,0,11,3,80,1,24,4,2,4,2,1,2,Male
0,34,1381,Sales,4,4,3,Female,72,3,2,Sales Executive,3,6538,12740,9,0,15,3,80,1,6,3,3,3,2,1,2,Female
0,31,480,Research & Development,7,2,2,Female,31,3,2,Manufacturing Director,1,4306,4156,1,0,12,3,80,1,13,5,1,13,10,3,12,Female
0,43,313,Research & Development,21,3,4,Male,61,3,1,Laboratory Technician,4,2258,15238,7,0,20,4,80,1,8,1,3,3,2,1,2,Male
0,43,1473,Research & Development,8,4,3,Female,74,3,2,Healthcare Representative,3,4522,2227,4,1,14,3,80,0,8,3,3,5,2,0,2,Female
0,25,891,Sales,4,2,2,Female,99,2,2,Sales Executive,4,4487,12090,1,1,11,3,80,0,5,3,3,5,4,1,3,Female
0,37,1063,Research & Development,25,5,2,Female,72,3,2,Research Scientist,3,4449,23866,3,1,15,3,80,2,15,2,3,13,11,10,7,Female
0,31,329,Research & Development,1,2,4,Male,98,2,1,Laboratory Technician,1,2218,16193,1,0,12,3,80,1,4,3,3,4,2,3,2,Male
0,39,1218,Research & Development,1,1,2,Male,52,3,5,Manager,3,19197,8213,1,1,14,3,80,1,21,3,3,21,8,1,6,Male
0,56,906,Sales,6,3,3,Female,86,4,4,Sales Executive,1,13212,18256,9,0,11,3,80,3,36,0,2,7,7,7,7,Female
0,30,1082,Sales,12,3,2,Female,83,3,2,Sales Executive,3,6577,19558,0,0,11,3,80,0,6,6,3,5,4,4,4,Female
0,41,645,Sales,1,3,2,Male,49,4,3,Sales Executive,1,8392,19566,1,0,16,3,80,1,10,2,3,10,7,0,7,Male
0,28,1300,Research & Development,17,2,3,Male,79,3,2,Laboratory Technician,1,4558,13535,1,0,12,3,80,1,10,2,3,10,0,1,8,Male
1,25,688,Research & Development,3,3,1,Male,91,3,1,Laboratory Technician,1,4031,9396,5,0,13,3,80,1,6,5,3,2,2,0,2,Male
0,52,319,Research & Development,3,3,4,Male,39,2,3,Manufacturing Director,3,7969,19609,2,1,14,3,80,0,28,4,3,5,4,0,4,Male
0,45,192,Research & Development,10,2,1,Male,69,3,1,Research Scientist,4,2654,9655,3,0,21,4,80,2,8,3,2,2,2,0,2,Male
0,52,1490,Research & Development,4,2,4,Female,30,3,4,Manager,4,16555,10310,2,0,13,3,80,0,31,2,1,5,2,1,4,Female
0,42,532,Research & Development,29,2,1,Female,92,3,2,Research Scientist,3,4556,12932,2,0,11,3,80,1,19,3,3,5,4,0,2,Female
0,30,317,Research & Development,2,3,3,Female,43,1,2,Manufacturing Director,4,6091,24793,2,0,20,4,80,0,11,2,3,5,4,0,2,Female
0,60,422,Research & Development,7,3,1,Female,41,3,5,Manager,1,19566,3854,5,0,11,3,80,0,33,5,1,29,8,11,10,Female
0,46,1485,Research & Development,18,3,3,Female,87,3,2,Manufacturing Director,3,4810,26314,2,0,14,3,80,1,19,5,2,10,7,0,8,Female
0,42,1368,Research & Development,28,4,4,Female,88,2,2,Healthcare Representative,4,4523,4386,0,0,11,3,80,3,7,4,4,6,5,0,4,Female
1,24,1448,Sales,1,1,1,Female,62,3,1,Sales Representative,2,3202,21972,1,1,16,3,80,0,6,4,3,5,3,1,4,Female
1,34,296,Sales,6,2,4,Female,33,1,1,Sales Representative,3,2351,12253,0,0,16,3,80,1,3,3,2,2,2,1,0,Female
0,38,1490,Research & Development,2,2,4,Male,42,3,1,Laboratory Technician,4,1702,12106,1,1,23,4,80,1,1,3,3,1,0,0,0,Male
0,40,1398,Sales,2,4,3,Female,79,3,5,Manager,3,18041,13022,0,0,14,3,80,0,21,2,3,20,15,1,12,Female
0,26,1349,Research & Development,23,3,1,Female,90,3,1,Research Scientist,4,2886,3032,1,0,22,4,80,2,3,3,1,3,2,0,2,Female
0,30,1400,Research & Development,3,3,3,Male,53,3,1,Laboratory Technician,4,2097,16734,4,0,15,3,80,1,9,3,1,5,3,1,4,Male
0,29,986,Research & Development,3,4,2,Male,93,2,3,Research Director,3,11935,21526,1,0,18,3,80,0,10,2,3,10,2,0,7,Male
1,29,408,Research & Development,25,5,3,Female,71,2,1,Research Scientist,2,2546,18300,5,0,16,3,80,0,6,2,4,2,2,1,1,Female
1,19,489,Human Resources,2,2,1,Male,52,2,1,Human Resources,4,2564,18437,1,0,12,3,80,0,1,3,4,1,0,0,0,Male
0,30,1398,Sales,22,4,3,Female,69,3,3,Sales Executive,1,8412,2890,0,0,11,3,80,0,10,3,3,9,8,7,8,Female
0,57,210,Sales,29,3,1,Male,56,2,4,Manager,4,14118,22102,3,0,12,3,80,1,32,3,2,1,0,0,0,Male
0,50,1099,Research & Development,29,4,2,Male,88,2,4,Manager,3,17046,9314,0,0,15,3,80,1,28,2,3,27,10,15,7,Male
0,30,1116,Research & Development,2,3,3,Female,49,3,1,Laboratory Technician,4,2564,7181,0,0,14,3,80,0,12,2,2,11,7,6,7,Female
0,60,1499,Sales,28,3,3,Female,80,2,3,Sales Executive,1,10266,2845,4,0,19,3,80,0,22,5,4,18,13,13,11,Female
0,47,983,Research & Development,2,2,1,Female,65,3,2,Manufacturing Director,4,5070,7389,5,0,13,3,80,3,20,2,3,5,0,0,4,Female
0,46,1009,Research & Development,2,3,1,Male,51,3,4,Research Director,3,17861,2288,6,0,13,3,80,0,26,2,1,3,2,0,1,Male
0,35,144,Research & Development,22,3,4,Male,46,1,1,Laboratory Technician,3,4230,19225,0,0,15,3,80,0,6,2,3,5,4,4,3,Male
0,54,548,Research & Development,8,4,3,Female,42,3,2,Laboratory Technician,3,3780,23428,7,0,11,3,80,0,19,3,3,1,0,0,0,Female
0,34,1303,Research & Development,2,4,4,Male,62,2,1,Research Scientist,3,2768,8416,3,0,12,3,80,1,14,3,3,7,3,5,7,Male
0,46,1125,Sales,10,3,3,Female,94,2,3,Sales Executive,4,9071,11563,2,1,19,3,80,1,15,3,3,3,2,1,2,Female
0,31,1274,Research & Development,9,1,3,Male,33,3,3,Manufacturing Director,2,10648,14394,1,0,25,4,80,1,13,6,4,13,8,0,8,Male
1,33,1277,Research & Development,15,1,2,Male,56,3,3,Manager,3,13610,24619,7,1,12,3,80,0,15,2,4,7,6,7,7,Male
1,33,587,Research & Development,10,1,1,Male,38,1,1,Laboratory Technician,4,3408,6705,7,0,13,3,80,3,8,2,3,4,3,1,3,Male
0,30,413,Sales,7,1,4,Male,57,3,1,Sales Representative,2,2983,18398,0,0,14,3,80,0,4,3,3,3,2,1,2,Male
0,35,1276,Research & Development,16,3,4,Male,72,3,3,Healthcare Representative,3,7632,14295,4,1,12,3,80,0,10,2,3,8,7,0,0,Male
1,31,534,Research & Development,20,3,1,Male,66,3,3,Healthcare Representative,3,9824,22908,3,0,12,3,80,0,12,2,3,1,0,0,0,Male
1,34,988,Human Resources,23,3,2,Female,43,3,3,Human Resources,1,9950,11533,9,1,15,3,80,3,11,2,3,3,2,0,2,Female
0,42,1474,Research & Development,5,2,2,Male,97,3,1,Laboratory Technician,3,2093,9260,4,0,17,3,80,1,8,4,3,2,2,2,0,Male
0,36,635,Sales,10,4,2,Male,32,3,3,Sales Executive,4,9980,15318,1,0,14,3,80,0,10,3,2,10,3,9,7,Male
1,22,1368,Research & Development,4,1,3,Male,99,2,1,Laboratory Technician,3,3894,9129,5,0,16,3,80,0,4,3,3,2,2,1,2,Male
0,48,163,Sales,2,5,2,Female,37,3,2,Sales Executive,4,4051,19658,2,0,14,3,80,1,14,2,3,9,7,6,7,Female
0,55,1117,Sales,18,5,1,Female,83,3,4,Manager,2,16835,9873,3,0,23,4,80,0,37,2,3,10,9,7,7,Female
0,41,267,Sales,10,2,4,Male,56,3,2,Sales Executive,4,6230,13430,7,0,14,3,80,0,16,3,3,14,3,1,10,Male
0,35,619,Sales,1,3,2,Male,85,3,2,Sales Executive,3,4717,18659,9,0,11,3,80,0,15,2,3,11,9,6,9,Male
0,40,302,Research & Development,6,3,2,Female,75,3,4,Manufacturing Director,3,13237,20364,7,0,15,3,80,0,22,3,3,20,6,5,13,Female
0,39,443,Research & Development,8,1,3,Female,48,3,1,Laboratory Technician,3,3755,17872,1,0,11,3,80,1,8,3,3,8,3,0,7,Female
0,31,828,Sales,2,1,2,Male,77,3,2,Sales Executive,4,6582,8346,4,1,13,3,80,0,10,2,4,6,5,0,5,Male
0,42,319,Research & Development,24,3,4,Male,56,3,3,Manufacturing Director,1,7406,6950,1,1,21,4,80,1,10,5,2,10,9,5,8,Male
0,45,561,Sales,2,3,4,Male,61,3,2,Sales Executive,2,4805,16177,0,0,19,3,80,1,9,3,4,8,7,3,7,Male
1,26,426,Human Resources,17,4,2,Female,58,3,1,Human Resources,3,2741,22808,0,1,11,3,80,1,8,2,2,7,7,1,0,Female
0,29,232,Research & Development,19,3,4,Male,34,3,2,Manufacturing Director,4,4262,22645,4,0,12,3,80,2,8,2,4,3,2,1,2,Male
0,33,922,Research & Development,1,5,1,Female,95,4,4,Research Director,3,16184,22578,4,0,19,3,80,1,10,2,3,6,1,0,5,Female
0,31,688,Sales,7,3,3,Male,44,2,3,Manager,4,11557,25291,9,0,21,4,80,1,10,3,2,5,4,0,1,Male
1,18,1306,Sales,5,3,2,Male,69,3,1,Sales Representative,2,1878,8059,1,1,14,3,80,0,0,3,3,0,0,0,0,Male
0,40,1094,Sales,28,3,3,Male,58,1,3,Sales Executive,1,10932,11373,3,0,15,3,80,1,20,2,3,1,0,0,1,Male
0,41,509,Research & Development,2,4,1,Female,62,2,2,Healthcare Representative,3,6811,2112,2,1,17,3,80,0,10,3,3,8,7,0,7,Female
0,26,775,Sales,29,2,1,Male,45,3,2,Sales Executive,3,4306,4267,5,0,12,3,80,2,8,5,3,0,0,0,0,Male
0,35,195,Sales,1,3,1,Female,80,3,2,Sales Executive,3,4859,6698,1,0,16,3,80,0,5,3,3,5,4,0,3,Female
0,34,258,Sales,21,4,4,Male,74,4,2,Sales Executive,4,5337,19921,1,0,12,3,80,0,10,3,3,10,7,5,7,Male
1,26,471,Research & Development,24,3,3,Male,66,1,1,Laboratory Technician,4,2340,23213,1,1,18,3,80,0,1,3,1,1,0,0,0,Male
0,37,799,Research & Development,1,3,2,Female,59,3,3,Manufacturing Director,4,7491,23848,4,0,17,3,80,0,12,3,4,6,5,1,2,Female
0,46,1034,Research & Development,18,1,1,Female,86,3,3,Healthcare Representative,3,10527,8984,5,0,11,3,80,0,28,3,2,2,2,1,2,Female
0,41,1276,Sales,2,5,2,Female,91,3,4,Manager,1,16595,5626,7,0,16,3,80,1,22,2,3,18,16,11,8,Female
0,37,142,Sales,9,4,1,Male,69,3,3,Sales Executive,2,8834,24666,1,0,13,3,80,1,9,6,3,9,5,7,7,Male
0,52,956,Research & Development,6,2,4,Male,78,3,2,Research Scientist,1,5577,22087,3,1,12,3,80,2,18,3,3,10,9,6,9,Male
1,32,1474,Sales,11,4,4,Male,60,4,2,Sales Executive,3,4707,23914,8,0,12,3,80,0,6,2,3,4,2,1,2,Male
0,24,535,Sales,24,3,4,Male,38,3,1,Sales Representative,4,2400,5530,0,0,13,3,80,2,3,3,3,2,2,2,1,Male
0,38,1495,Research & Development,10,3,3,Female,76,3,2,Healthcare Representative,3,9824,22174,3,0,19,3,80,1,18,4,3,1,0,0,0,Female
0,37,446,Research & Development,1,4,2,Female,65,3,2,Manufacturing Director,2,6447,15701,6,0,12,3,80,1,8,2,2,6,5,4,3,Female
0,49,1245,Research & Development,18,4,4,Male,58,2,5,Research Director,3,19502,2125,1,1,17,3,80,1,31,5,3,31,9,0,9,Male
0,24,691,Research & Development,23,3,2,Male,89,4,1,Research Scientist,4,2725,21630,1,1,11,3,80,2,6,3,3,6,5,1,4,Male
0,26,703,Sales,28,2,1,Male,66,3,2,Sales Executive,2,6272,7428,1,0,20,4,80,2,6,5,4,5,3,1,4,Male
0,24,823,Research & Development,17,2,4,Male,94,2,1,Laboratory Technician,2,2127,9100,1,0,21,4,80,1,1,2,3,1,0,0,0,Male
0,50,1246,Human Resources,3,3,1,Male,99,3,5,Manager,2,18200,7999,1,0,11,3,80,1,32,2,3,32,5,10,7,Male
0,25,622,Sales,13,1,2,Male,40,3,1,Sales Representative,3,2096,26376,1,0,11,3,80,0,7,1,3,7,4,0,6,Male
1,24,1287,Research & Development,7,3,1,Female,55,3,1,Laboratory Technician,3,2886,14168,1,1,16,3,80,1,6,4,3,6,3,1,2,Female
1,30,448,Sales,12,4,2,Male,74,2,1,Sales Representative,1,2033,14470,1,0,18,3,80,1,1,2,4,1,0,0,0,Male
0,34,254,Research & Development,1,2,2,Male,83,2,1,Research Scientist,4,3622,22794,1,1,13,3,80,1,6,3,3,6,5,1,3,Male
1,31,1365,Sales,13,4,2,Male,46,3,2,Sales Executive,1,4233,11512,2,0,17,3,80,0,9,2,1,3,1,1,2,Male
0,35,538,Research & Development,25,2,1,Male,54,2,2,Laboratory Technician,4,3681,14004,4,0,14,3,80,0,9,3,3,3,2,0,2,Male
0,31,525,Sales,6,4,1,Male,66,4,2,Sales Executive,4,5460,6219,4,0,22,4,80,2,13,4,4,7,7,5,7,Male
0,27,798,Research & Development,6,4,1,Female,66,2,1,Research Scientist,3,2187,5013,0,0,12,3,80,2,6,5,2,5,3,0,3,Female
0,37,558,Sales,2,3,4,Male,75,3,2,Sales Executive,3,9602,3010,4,1,11,3,80,1,17,3,2,3,0,1,0,Male
0,20,959,Research & Development,1,3,4,Female,83,2,1,Research Scientist,2,2836,11757,1,0,13,3,80,0,1,0,4,1,0,0,0,Female
0,42,622,Research & Development,2,4,3,Female,81,3,2,Healthcare Representative,4,4089,5718,1,0,13,3,80,2,10,4,3,10,2,2,2,Female
0,43,782,Research & Development,6,4,2,Male,50,2,4,Research Director,4,16627,2671,4,1,14,3,80,1,21,3,2,1,0,0,0,Male
0,38,362,Research & Development,1,1,3,Female,43,3,1,Research Scientist,1,2619,14561,3,0,17,3,80,0,8,3,2,0,0,0,0,Female
0,43,1001,Research & Development,9,5,4,Male,72,3,2,Laboratory Technician,3,5679,19627,3,1,13,3,80,1,10,3,3,8,7,4,7,Male
0,48,1236,Research & Development,1,4,4,Female,40,2,4,Manager,1,15402,17997,7,0,11,3,80,1,21,3,1,3,2,0,2,Female
0,44,1112,Human Resources,1,4,1,Female,50,2,2,Human Resources,3,5985,26894,4,0,11,3,80,0,10,1,4,2,2,0,2,Female
0,34,204,Sales,14,3,3,Female,31,3,1,Sales Representative,3,2579,2912,1,1,18,3,80,2,8,3,3,8,2,0,6,Female
1,27,1420,Sales,2,1,3,Male,85,3,1,Sales Representative,1,3041,16346,0,0,11,3,80,1,5,3,3,4,3,0,2,Male
0,21,1343,Sales,22,1,3,Male,49,3,1,Sales Representative,3,3447,24444,1,0,11,3,80,0,3,2,3,3,2,1,2,Male
0,44,1315,Research & Development,3,4,4,Male,35,3,5,Manager,4,19513,9358,4,1,12,3,80,1,26,2,4,2,2,0,1,Male
0,22,604,Research & Development,6,1,1,Male,69,3,1,Research Scientist,3,2773,12145,0,0,20,4,80,0,3,3,3,2,2,2,2,Male
0,33,1216,Sales,8,4,3,Male,39,3,2,Sales Executive,3,7104,20431,0,0,12,3,80,0,6,3,3,5,0,1,2,Male
0,32,646,Research & Development,9,4,1,Female,92,3,2,Research Scientist,4,6322,18089,1,1,12,3,80,1,6,2,2,6,4,0,5,Female
0,30,160,Research & Development,3,3,3,Female,71,3,1,Research Scientist,3,2083,22653,1,0,20,4,80,1,1,2,3,1,0,0,0,Female
0,53,238,Sales,1,1,4,Female,34,3,2,Sales Executive,1,8381,7507,7,0,20,4,80,0,18,2,4,14,7,8,10,Female
0,34,1397,Research & Development,1,5,2,Male,42,3,1,Research Scientist,4,2691,7660,1,0,12,3,80,1,10,4,2,10,9,8,8,Male
1,45,306,Sales,26,4,1,Female,100,3,2,Sales Executive,1,4286,5630,2,0,14,3,80,2,5,4,3,1,1,0,0,Female
0,26,991,Research & Development,6,3,3,Female,71,3,1,Laboratory Technician,4,2659,17759,1,1,13,3,80,1,3,2,3,3,2,0,2,Female
0,37,482,Research & Development,3,3,3,Male,36,3,3,Manufacturing Director,3,9434,9606,1,0,15,3,80,1,10,2,3,10,7,7,8,Male
0,29,1176,Sales,3,2,2,Female,62,3,2,Sales Executive,3,5561,3487,1,0,14,3,80,1,6,5,2,6,0,1,2,Female
0,35,1017,Research & Development,6,4,2,Male,82,1,2,Research Scientist,4,6646,19368,1,0,13,3,80,0,17,3,3,17,11,11,8,Male
0,33,1296,Research & Development,6,3,3,Male,30,3,2,Healthcare Representative,4,7725,5335,3,0,23,4,80,1,15,2,1,13,11,4,7,Male
0,54,397,Human Resources,19,4,3,Male,88,3,3,Human Resources,2,10725,6729,2,0,15,3,80,1,16,1,4,9,7,7,1,Male
0,36,913,Research & Development,9,2,2,Male,48,2,2,Manufacturing Director,2,8847,13934,2,1,11,3,80,1,13,2,3,3,2,0,2,Male
0,27,1115,Research & Development,3,4,1,Male,54,2,1,Research Scientist,4,2045,15174,0,0,13,3,80,0,5,0,3,4,2,1,1,Male
1,20,1362,Research & Development,10,1,4,Male,32,3,1,Research Scientist,3,1009,26999,1,1,11,3,80,0,1,5,3,1,0,1,1,Male
1,33,1076,Research & Development,3,3,1,Male,70,3,1,Research Scientist,1,3348,3164,1,1,11,3,80,0,10,3,3,10,8,9,7,Male
0,35,727,Research & Development,3,3,3,Male,41,2,1,Laboratory Technician,3,1281,16900,1,0,18,3,80,2,1,3,3,1,0,0,0,Male
0,23,885,Research & Development,4,3,1,Male,58,4,1,Research Scientist,1,2819,8544,2,0,16,3,80,1,5,3,4,3,2,0,2,Male
0,25,810,Sales,8,3,4,Male,57,4,2,Sales Executive,2,4851,15678,0,0,22,4,80,1,4,4,3,3,2,1,2,Male
0,38,243,Sales,7,4,4,Female,46,2,2,Sales Executive,4,4028,7791,0,0,20,4,80,0,8,2,3,7,7,0,5,Female
0,29,806,Research & Development,1,4,2,Male,76,1,1,Research Scientist,4,2720,18959,1,0,18,3,80,1,10,5,3,10,7,2,8,Male
0,48,817,Sales,2,1,2,Male,56,4,2,Sales Executive,2,8120,18597,3,0,12,3,80,0,12,3,3,2,2,2,2,Male
0,27,1410,Sales,3,1,4,Female,71,4,2,Sales Executive,4,4647,16673,1,1,20,4,80,2,6,3,3,6,5,0,4,Female
0,37,1225,Research & Development,10,2,4,Male,80,4,1,Research Scientist,4,4680,15232,3,0,17,3,80,0,4,2,3,1,0,0,0,Male
0,50,1207,Research & Development,28,1,4,Male,74,4,1,Laboratory Technician,3,3221,3297,1,1,11,3,80,3,20,3,3,20,8,3,8,Male
0,34,1442,Research & Development,9,3,4,Female,46,2,3,Healthcare Representative,2,8621,17654,1,0,14,3,80,0,9,3,4,8,7,7,7,Female
1,24,693,Sales,3,2,1,Female,65,3,2,Sales Executive,3,4577,24785,9,0,14,3,80,0,4,3,3,2,2,2,0,Female
0,39,408,Research & Development,2,4,4,Female,80,2,2,Healthcare Representative,3,4553,20978,1,0,11,3,80,0,20,4,3,20,7,11,10,Female
0,32,929,Sales,10,3,4,Male,55,3,2,Sales Executive,4,5396,21703,1,0,12,3,80,0,10,2,2,10,7,0,8,Male
1,50,562,Sales,8,2,2,Male,50,3,2,Sales Executive,3,6796,23452,3,1,14,3,80,1,18,4,3,4,3,1,3,Male
0,38,827,Research & Development,1,4,2,Female,33,4,2,Healthcare Representative,4,7625,19383,0,0,13,3,80,0,10,4,2,9,7,1,8,Female
0,27,608,Research & Development,1,2,3,Female,68,3,3,Manufacturing Director,1,7412,6009,1,0,11,3,80,0,9,3,3,9,7,0,7,Female
0,32,1018,Research & Development,3,2,3,Female,39,3,3,Research Director,4,11159,19373,3,0,15,3,80,0,10,6,3,7,7,7,7,Female
0,47,703,Sales,14,4,4,Male,42,3,2,Sales Executive,1,4960,11825,2,0,12,3,80,0,20,2,3,7,7,1,7,Male
0,40,580,Sales,5,4,4,Male,48,2,3,Sales Executive,1,10475,23772,5,1,21,4,80,1,20,2,3,18,13,1,12,Male
0,53,970,Research & Development,7,3,3,Male,59,4,4,Research Director,3,14814,13514,3,0,19,3,80,0,32,3,3,5,1,1,3,Male
0,41,427,Human Resources,10,4,2,Male,73,2,5,Manager,4,19141,8861,3,0,15,3,80,3,23,2,2,21,6,12,6,Male
0,60,1179,Sales,16,4,1,Male,84,3,2,Sales Executive,1,5405,11924,8,0,14,3,80,0,10,1,3,2,2,2,2,Male
0,27,294,Research & Development,10,2,4,Male,32,3,3,Manufacturing Director,1,8793,4809,1,0,21,4,80,2,9,4,2,9,7,1,7,Male
0,41,314,Human Resources,1,3,4,Male,59,2,5,Manager,3,19189,19562,1,0,12,3,80,1,22,3,3,22,7,2,10,Male
0,50,316,Sales,8,4,4,Male,54,3,1,Sales Representative,2,3875,9983,7,0,15,3,80,1,4,2,3,2,2,2,2,Male
1,28,654,Research & Development,1,2,1,Female,67,1,1,Research Scientist,2,2216,3872,7,1,13,3,80,0,10,4,3,7,7,3,7,Female
0,36,427,Research & Development,8,3,1,Female,63,4,3,Research Director,1,11713,20335,9,0,14,3,80,1,10,2,3,8,7,0,5,Female
0,38,168,Research & Development,1,3,3,Female,81,3,3,Manufacturing Director,3,7861,15397,4,1,14,3,80,0,10,4,4,1,0,0,0,Female
0,44,381,Research & Development,24,3,1,Male,49,1,1,Laboratory Technician,3,3708,2104,2,0,14,3,80,0,9,5,3,5,2,1,4,Male
0,47,217,Sales,3,3,4,Female,49,3,4,Sales Executive,3,13770,10225,9,1,12,3,80,2,28,2,2,22,2,11,13,Female
0,30,501,Sales,27,5,3,Male,99,3,2,Sales Executive,4,5304,25275,7,0,23,4,80,1,10,2,2,8,7,7,7,Male
0,29,1396,Sales,10,3,3,Male,99,3,1,Sales Representative,3,2642,2755,1,0,11,3,80,0,1,6,3,1,0,0,0,Male
1,42,933,Research & Development,19,3,3,Male,57,4,1,Research Scientist,3,2759,20366,6,1,12,3,80,0,7,2,3,2,2,2,2,Male
0,43,775,Sales,15,3,4,Male,47,2,2,Sales Executive,4,6804,23683,3,0,18,3,80,1,7,5,3,2,2,2,2,Male
0,34,970,Research & Development,8,2,2,Female,96,3,2,Healthcare Representative,3,6142,7360,3,0,11,3,80,0,10,2,3,5,1,4,3,Female
0,23,650,Research & Development,9,1,2,Male,37,3,1,Laboratory Technician,1,2500,4344,1,0,14,3,80,1,5,2,4,4,3,0,2,Male
0,39,141,Human Resources,3,3,3,Female,44,4,2,Human Resources,2,6389,18767,9,0,15,3,80,1,12,3,1,8,3,3,6,Female
0,56,832,Research & Development,9,3,3,Male,81,3,4,Healthcare Representative,4,11103,20420,7,0,11,3,80,0,30,1,2,10,7,1,1,Male
0,40,804,Research & Development,2,1,4,Female,86,2,1,Research Scientist,4,2342,22929,0,1,20,4,80,0,5,2,2,4,2,2,3,Female
0,27,975,Research & Development,7,3,4,Female,55,2,2,Healthcare Representative,1,6811,23398,8,0,19,3,80,0,9,2,1,7,6,0,7,Female
0,29,1090,Sales,10,3,4,Male,83,3,1,Sales Representative,2,2297,17967,1,0,14,3,80,2,2,2,3,2,2,2,2,Male
0,53,346,Research & Development,6,3,4,Male,86,3,2,Laboratory Technician,4,2450,10919,2,0,17,3,80,0,19,4,3,2,2,2,2,Male
0,35,1225,Research & Development,2,4,4,Female,61,3,2,Healthcare Representative,1,5093,4761,2,0,11,3,80,1,16,2,4,1,0,0,0,Female
0,32,430,Research & Development,24,4,1,Male,80,3,2,Laboratory Technician,4,5309,21146,1,0,15,3,80,2,10,2,3,10,8,4,7,Male
0,38,268,Research & Development,2,5,4,Male,92,3,1,Research Scientist,3,3057,20471,6,1,13,3,80,1,6,0,1,1,0,0,1,Male
0,34,167,Research & Development,8,5,2,Female,32,3,2,Manufacturing Director,1,5121,4187,3,0,14,3,80,1,7,3,3,0,0,0,0,Female
0,52,621,Sales,3,4,3,Male,31,2,4,Manager,1,16856,10084,1,0,11,3,80,0,34,3,4,34,6,1,16,Male
1,33,527,Research & Development,1,4,4,Male,63,3,1,Research Scientist,4,2686,5207,1,1,13,3,80,0,10,2,2,10,9,7,8,Male
0,25,883,Sales,26,1,3,Female,32,3,2,Sales Executive,4,6180,22807,1,0,23,4,80,0,6,5,2,6,5,1,4,Female
0,45,954,Sales,2,2,2,Male,46,1,2,Sales Representative,3,6632,12388,0,0,13,3,80,0,9,3,3,8,7,3,1,Male
0,23,310,Research & Development,10,1,1,Male,79,4,1,Research Scientist,3,3505,19630,1,0,18,3,80,0,2,3,3,2,2,0,2,Male
1,47,719,Sales,27,2,2,Female,77,4,2,Sales Executive,3,6397,10339,4,1,12,3,80,0,8,2,3,5,4,1,3,Female
0,34,304,Sales,2,3,4,Male,60,3,2,Sales Executive,4,6274,18686,1,0,22,4,80,0,6,5,3,6,5,1,4,Male
1,55,725,Research & Development,2,3,4,Male,78,3,5,Manager,1,19859,21199,5,1,13,3,80,1,24,2,3,5,2,1,4,Male
0,36,1434,Sales,8,4,1,Male,76,2,3,Sales Executive,1,7587,14229,1,0,15,3,80,0,10,1,3,10,7,0,9,Male
0,52,715,Research & Development,19,4,4,Male,41,3,1,Research Scientist,4,4258,26589,0,0,18,3,80,1,5,3,3,4,3,1,2,Male
0,26,575,Research & Development,1,2,1,Female,71,1,1,Laboratory Technician,4,4364,5288,3,0,14,3,80,1,5,2,3,2,2,2,0,Female
0,29,657,Research & Development,27,3,2,Female,66,3,2,Healthcare Representative,3,4335,25549,4,0,12,3,80,1,11,3,2,8,7,1,1,Female
1,26,1146,Sales,8,3,4,Male,38,2,2,Sales Executive,1,5326,3064,6,0,17,3,80,0,6,2,2,4,3,1,2,Male
0,34,182,Research & Development,1,4,2,Female,72,4,1,Research Scientist,4,3280,13551,2,0,16,3,80,0,10,2,3,4,2,1,3,Female
0,54,376,Research & Development,19,4,4,Female,95,3,2,Manufacturing Director,1,5485,22670,9,1,11,3,80,2,9,4,3,5,3,1,4,Female
